Date,Server_ID,Data_Center_Location,CPU_Utilisation (%),Memory_Utilisation (%),Energy_Consumption_kWh,Temperature_Celsius,PUE,Carbon_Intensity_gCO2/kWh,Total_CO2_kg,Threshold_Breach,Latitude,Longitude,Time,DateTime
2025-06-09,S3,Ireland,37.66,93.38,23.21,35.1,1.66,250,5.8,No,53.1424,-7.6921,05:00:00,2025-06-09 05:00:00
2025-06-09,S10,Germany,26.42,38.44,19.67,31.4,1.27,350,6.88,No,51.1657,10.4515,05:15:00,2025-06-09 05:15:00
2025-06-09,S11,Norway,51.45,49.84,23.87,28.6,1.94,50,1.19,No,60.472,8.4689,05:30:00,2025-06-09 05:30:00
2025-06-09,S13,Norway,23.49,40.46,24.47,28.6,1.51,50,1.22,No,60.472,8.4689,05:45:00,2025-06-09 05:45:00
2025-06-09,S9,Ireland,78.95,48.94,8.75,25.9,1.79,250,2.19,No,53.1424,-7.6921,06:00:00,2025-06-09 06:00:00
2025-06-09,S6,Norway,40.72,75.92,16.19,33.8,1.25,50,0.81,No,60.472,8.4689,06:15:00,2025-06-09 06:15:00
2025-06-09,S14,Ireland,35.29,32.73,13.6,36.1,1.35,250,3.4,No,53.1424,-7.6921,06:30:00,2025-06-09 06:30:00
2025-06-09,S15,Germany,40.23,77.3,10.05,39.7,1.67,350,3.52,No,51.1657,10.4515,06:45:00,2025-06-09 06:45:00
2025-06-09,S6,Norway,40.72,75.92,16.19,33.8,1.25,50,0.81,No,60.472,8.4689,07:00:00,2025-06-09 07:00:00
2025-06-09,S8,Germany,86.07,61.03,13.53,37.4,1.48,350,4.74,No,51.1657,10.4515,07:15:00,2025-06-09 07:15:00
2025-06-09,S2,Ireland,45.82,22.57,14.15,32.7,1.69,250,3.54,No,53.1424,-7.6921,07:30:00,2025-06-09 07:30:00
2025-06-09,S10,Germany,26.42,38.44,19.67,31.4,1.27,350,6.88,No,51.1657,10.4515,07:45:00,2025-06-09 07:45:00
2025-06-09,S8,Germany,86.07,61.03,13.53,37.4,1.48,350,4.74,No,51.1657,10.4515,08:00:00,2025-06-09 08:00:00
2025-06-09,S12,Norway,76.9,73.73,8.95,26.3,1.74,50,0.45,No,60.472,8.4689,08:15:00,2025-06-09 08:15:00
2025-06-09,S7,Germany,89.68,87.87,9.79,39.0,1.8,350,3.43,No,51.1657,10.4515,08:30:00,2025-06-09 08:30:00
2025-06-09,S11,Norway,51.45,49.84,23.87,28.6,1.94,50,1.19,No,60.472,8.4689,08:45:00,2025-06-09 08:45:00
2025-06-09,S4,Ireland,66.57,44.99,13.55,31.1,1.98,250,3.39,No,53.1424,-7.6921,09:00:00,2025-06-09 09:00:00
2025-06-09,S9,Ireland,78.95,48.94,8.75,25.9,1.79,250,2.19,No,53.1424,-7.6921,09:15:00,2025-06-09 09:15:00
2025-06-09,S7,Germany,89.68,87.87,9.79,39.0,1.8,350,3.43,No,51.1657,10.4515,09:30:00,2025-06-09 09:30:00
2025-06-09,S8,Germany,86.07,61.03,13.53,37.4,1.48,350,4.74,No,51.1657,10.4515,09:45:00,2025-06-09 09:45:00
2025-06-09,S6,Norway,40.72,75.92,16.19,33.8,1.25,50,0.81,No,60.472,8.4689,10:00:00,2025-06-09 10:00:00
2025-06-09,S14,Ireland,35.29,32.73,13.6,36.1,1.35,250,3.4,No,53.1424,-7.6921,10:15:00,2025-06-09 10:15:00
2025-06-09,S11,Norway,51.45,49.84,23.87,28.6,1.94,50,1.19,No,60.472,8.4689,10:30:00,2025-06-09 10:30:00
2025-06-09,S5,Germany,25.37,71.55,16.27,27.2,1.59,350,5.69,No,51.1657,10.4515,10:45:00,2025-06-09 10:45:00
2025-06-09,S4,Ireland,66.57,44.99,13.55,31.1,1.98,250,3.39,No,53.1424,-7.6921,11:00:00,2025-06-09 11:00:00
2025-06-09,S3,Ireland,37.66,93.38,23.21,35.1,1.66,250,5.8,No,53.1424,-7.6921,11:15:00,2025-06-09 11:15:00
2025-06-09,S15,Germany,40.23,77.3,10.05,39.7,1.67,350,3.52,No,51.1657,10.4515,11:30:00,2025-06-09 11:30:00
2025-06-09,S11,Norway,51.45,49.84,23.87,28.6,1.94,50,1.19,No,60.472,8.4689,11:45:00,2025-06-09 11:45:00
2025-06-09,S3,Ireland,37.66,93.38,23.21,35.1,1.66,250,5.8,No,53.1424,-7.6921,12:00:00,2025-06-09 12:00:00
2025-06-09,S4,Ireland,66.57,44.99,13.55,31.1,1.98,250,3.39,No,53.1424,-7.6921,12:15:00,2025-06-09 12:15:00
2025-06-09,S2,Ireland,45.82,22.57,14.15,32.7,1.69,250,3.54,No,53.1424,-7.6921,12:30:00,2025-06-09 12:30:00
2025-06-09,S10,Germany,26.42,38.44,19.67,31.4,1.27,350,6.88,No,51.1657,10.4515,12:45:00,2025-06-09 12:45:00
2025-06-09,S11,Norway,51.45,49.84,23.87,28.6,1.94,50,1.19,No,60.472,8.4689,13:00:00,2025-06-09 13:00:00
2025-06-09,S7,Germany,89.68,87.87,9.79,39.0,1.8,350,3.43,No,51.1657,10.4515,13:15:00,2025-06-09 13:15:00
2025-06-09,S12,Norway,76.9,73.73,8.95,26.3,1.74,50,0.45,No,60.472,8.4689,13:30:00,2025-06-09 13:30:00
2025-06-09,S8,Germany,86.07,61.03,13.53,37.4,1.48,350,4.74,No,51.1657,10.4515,13:45:00,2025-06-09 13:45:00
2025-06-09,S10,Germany,26.42,38.44,19.67,31.4,1.27,350,6.88,No,51.1657,10.4515,14:00:00,2025-06-09 14:00:00
2025-06-09,S3,Ireland,37.66,93.38,23.21,35.1,1.66,250,5.8,No,53.1424,-7.6921,14:15:00,2025-06-09 14:15:00
2025-06-09,S12,Norway,76.9,73.73,8.95,26.3,1.74,50,0.45,No,60.472,8.4689,14:30:00,2025-06-09 14:30:00
2025-06-09,S12,Norway,76.9,73.73,8.95,26.3,1.74,50,0.45,No,60.472,8.4689,14:45:00,2025-06-09 14:45:00
2025-06-09,S5,Germany,25.37,71.55,16.27,27.2,1.59,350,5.69,No,51.1657,10.4515,15:00:00,2025-06-09 15:00:00
2025-06-09,S5,Germany,25.37,71.55,16.27,27.2,1.59,350,5.69,No,51.1657,10.4515,15:15:00,2025-06-09 15:15:00
2025-06-09,S5,Germany,25.37,71.55,16.27,27.2,1.59,350,5.69,No,51.1657,10.4515,15:30:00,2025-06-09 15:30:00
2025-06-09,S14,Ireland,35.29,32.73,13.6,36.1,1.35,250,3.4,No,53.1424,-7.6921,15:45:00,2025-06-09 15:45:00
2025-06-09,S4,Ireland,66.57,44.99,13.55,31.1,1.98,250,3.39,No,53.1424,-7.6921,16:00:00,2025-06-09 16:00:00
2025-06-09,S6,Norway,40.72,75.92,16.19,33.8,1.25,50,0.81,No,60.472,8.4689,16:15:00,2025-06-09 16:15:00
2025-06-09,S13,Norway,23.49,40.46,24.47,28.6,1.51,50,1.22,No,60.472,8.4689,16:30:00,2025-06-09 16:30:00
2025-06-09,S8,Germany,86.07,61.03,13.53,37.4,1.48,350,4.74,No,51.1657,10.4515,16:45:00,2025-06-09 16:45:00
2025-06-09,S4,Ireland,66.57,44.99,13.55,31.1,1.98,250,3.39,No,53.1424,-7.6921,17:00:00,2025-06-09 17:00:00
2025-06-09,S1,Norway,69.12,49.73,13.12,25.2,1.36,50,0.66,No,60.472,8.4689,17:15:00,2025-06-09 17:15:00
2025-06-09,S2,Ireland,45.82,22.57,14.15,32.7,1.69,250,3.54,No,53.1424,-7.6921,17:30:00,2025-06-09 17:30:00
2025-06-09,S6,Norway,40.72,75.92,16.19,33.8,1.25,50,0.81,No,60.472,8.4689,17:45:00,2025-06-09 17:45:00
2025-06-09,S8,Germany,86.07,61.03,13.53,37.4,1.48,350,4.74,No,51.1657,10.4515,18:00:00,2025-06-09 18:00:00
2025-06-09,S15,Germany,40.23,77.3,10.05,39.7,1.67,350,3.52,No,51.1657,10.4515,18:15:00,2025-06-09 18:15:00
2025-06-09,S13,Norway,23.49,40.46,24.47,28.6,1.51,50,1.22,No,60.472,8.4689,18:30:00,2025-06-09 18:30:00
2025-06-09,S10,Germany,26.42,38.44,19.67,31.4,1.27,350,6.88,No,51.1657,10.4515,18:45:00,2025-06-09 18:45:00
2025-06-09,S11,Norway,51.45,49.84,23.87,28.6,1.94,50,1.19,No,60.472,8.4689,19:00:00,2025-06-09 19:00:00
2025-06-09,S9,Ireland,78.95,48.94,8.75,25.9,1.79,250,2.19,No,53.1424,-7.6921,19:15:00,2025-06-09 19:15:00
2025-06-09,S12,Norway,76.9,73.73,8.95,26.3,1.74,50,0.45,No,60.472,8.4689,19:30:00,2025-06-09 19:30:00
2025-06-09,S3,Ireland,37.66,93.38,23.21,35.1,1.66,250,5.8,No,53.1424,-7.6921,19:45:00,2025-06-09 19:45:00
2025-06-09,S6,Norway,40.72,75.92,16.19,33.8,1.25,50,0.81,No,60.472,8.4689,20:00:00,2025-06-09 20:00:00
2025-06-09,S7,Germany,89.68,87.87,9.79,39.0,1.8,350,3.43,No,51.1657,10.4515,20:15:00,2025-06-09 20:15:00
2025-06-09,S10,Germany,26.42,38.44,19.67,31.4,1.27,350,6.88,No,51.1657,10.4515,20:30:00,2025-06-09 20:30:00
2025-06-09,S10,Germany,26.42,38.44,19.67,31.4,1.27,350,6.88,No,51.1657,10.4515,20:45:00,2025-06-09 20:45:00
2025-06-09,S4,Ireland,66.57,44.99,13.55,31.1,1.98,250,3.39,No,53.1424,-7.6921,21:00:00,2025-06-09 21:00:00
2025-06-09,S14,Ireland,35.29,32.73,13.6,36.1,1.35,250,3.4,No,53.1424,-7.6921,21:15:00,2025-06-09 21:15:00
2025-06-09,S5,Germany,25.37,71.55,16.27,27.2,1.59,350,5.69,No,51.1657,10.4515,21:30:00,2025-06-09 21:30:00
2025-06-09,S12,Norway,76.9,73.73,8.95,26.3,1.74,50,0.45,No,60.472,8.4689,21:45:00,2025-06-09 21:45:00
2025-06-09,S9,Ireland,78.95,48.94,8.75,25.9,1.79,250,2.19,No,53.1424,-7.6921,22:00:00,2025-06-09 22:00:00
2025-06-09,S10,Germany,26.42,38.44,19.67,31.4,1.27,350,6.88,No,51.1657,10.4515,22:15:00,2025-06-09 22:15:00
2025-06-09,S7,Germany,89.68,87.87,9.79,39.0,1.8,350,3.43,No,51.1657,10.4515,22:30:00,2025-06-09 22:30:00
2025-06-09,S11,Norway,51.45,49.84,23.87,28.6,1.94,50,1.19,No,60.472,8.4689,22:45:00,2025-06-09 22:45:00
2025-06-09,S8,Germany,86.07,61.03,13.53,37.4,1.48,350,4.74,No,51.1657,10.4515,23:00:00,2025-06-09 23:00:00
2025-06-09,S8,Germany,86.07,61.03,13.53,37.4,1.48,350,4.74,No,51.1657,10.4515,23:15:00,2025-06-09 23:15:00
2025-06-09,S10,Germany,26.42,38.44,19.67,31.4,1.27,350,6.88,No,51.1657,10.4515,23:30:00,2025-06-09 23:30:00
2025-06-09,S7,Germany,89.68,87.87,9.79,39.0,1.8,350,3.43,No,51.1657,10.4515,23:45:00,2025-06-09 23:45:00
2025-06-10,S10,Germany,44.6,88.95,11.72,33.0,1.36,350,4.1,No,51.1657,10.4515,00:00:00,2025-06-10 00:00:00
2025-06-10,S12,Norway,72.45,31.54,22.12,38.5,1.45,50,1.11,No,60.472,8.4689,00:15:00,2025-06-10 00:15:00
2025-06-10,S10,Germany,44.6,88.95,11.72,33.0,1.36,350,4.1,No,51.1657,10.4515,00:30:00,2025-06-10 00:30:00
2025-06-10,S1,Norway,31.72,44.68,21.05,28.4,1.93,50,1.05,No,60.472,8.4689,00:45:00,2025-06-10 00:45:00
2025-06-10,S12,Norway,72.45,31.54,22.12,38.5,1.45,50,1.11,No,60.472,8.4689,01:00:00,2025-06-10 01:00:00
2025-06-10,S3,Ireland,31.08,25.73,8.69,25.1,1.35,250,2.17,No,53.1424,-7.6921,01:15:00,2025-06-10 01:15:00
2025-06-10,S11,Norway,50.21,46.46,21.63,29.2,1.7,50,1.08,No,60.472,8.4689,01:30:00,2025-06-10 01:30:00
2025-06-10,S6,Norway,32.51,38.74,14.65,36.5,1.92,50,0.73,No,60.472,8.4689,01:45:00,2025-06-10 01:45:00
2025-06-10,S15,Germany,28.59,71.26,10.5,31.8,1.88,350,3.67,No,51.1657,10.4515,02:00:00,2025-06-10 02:00:00
2025-06-10,S15,Germany,28.59,71.26,10.5,31.8,1.88,350,3.67,No,51.1657,10.4515,02:15:00,2025-06-10 02:15:00
2025-06-10,S11,Norway,50.21,46.46,21.63,29.2,1.7,50,1.08,No,60.472,8.4689,02:30:00,2025-06-10 02:30:00
2025-06-10,S3,Ireland,31.08,25.73,8.69,25.1,1.35,250,2.17,No,53.1424,-7.6921,02:45:00,2025-06-10 02:45:00
2025-06-10,S2,Ireland,37.01,69.92,7.02,36.5,1.72,250,1.75,No,53.1424,-7.6921,03:00:00,2025-06-10 03:00:00
2025-06-10,S7,Germany,14.49,55.24,12.43,33.9,1.86,350,4.35,No,51.1657,10.4515,03:15:00,2025-06-10 03:15:00
2025-06-10,S1,Norway,31.72,44.68,21.05,28.4,1.93,50,1.05,No,60.472,8.4689,03:30:00,2025-06-10 03:30:00
2025-06-10,S3,Ireland,31.08,25.73,8.69,25.1,1.35,250,2.17,No,53.1424,-7.6921,03:45:00,2025-06-10 03:45:00
2025-06-10,S4,Ireland,89.86,53.1,12.7,26.0,1.43,250,3.17,No,53.1424,-7.6921,04:00:00,2025-06-10 04:00:00
2025-06-10,S14,Ireland,67.36,84.25,10.24,31.3,1.93,250,2.56,No,53.1424,-7.6921,04:15:00,2025-06-10 04:15:00
2025-06-10,S6,Norway,32.51,38.74,14.65,36.5,1.92,50,0.73,No,60.472,8.4689,04:30:00,2025-06-10 04:30:00
2025-06-10,S13,Norway,51.47,57.19,8.39,33.4,1.23,50,0.42,No,60.472,8.4689,04:45:00,2025-06-10 04:45:00
2025-06-10,S15,Germany,28.59,71.26,10.5,31.8,1.88,350,3.67,No,51.1657,10.4515,05:00:00,2025-06-10 05:00:00
2025-06-10,S15,Germany,28.59,71.26,10.5,31.8,1.88,350,3.67,No,51.1657,10.4515,05:15:00,2025-06-10 05:15:00
2025-06-10,S10,Germany,44.6,88.95,11.72,33.0,1.36,350,4.1,No,51.1657,10.4515,05:30:00,2025-06-10 05:30:00
2025-06-10,S4,Ireland,89.86,53.1,12.7,26.0,1.43,250,3.17,No,53.1424,-7.6921,05:45:00,2025-06-10 05:45:00
2025-06-10,S13,Norway,51.47,57.19,8.39,33.4,1.23,50,0.42,No,60.472,8.4689,06:00:00,2025-06-10 06:00:00
2025-06-10,S12,Norway,72.45,31.54,22.12,38.5,1.45,50,1.11,No,60.472,8.4689,06:15:00,2025-06-10 06:15:00
2025-06-10,S13,Norway,51.47,57.19,8.39,33.4,1.23,50,0.42,No,60.472,8.4689,06:30:00,2025-06-10 06:30:00
2025-06-10,S5,Germany,39.11,20.35,19.68,25.8,1.26,350,6.89,No,51.1657,10.4515,06:45:00,2025-06-10 06:45:00
2025-06-10,S8,Germany,65.47,47.36,10.49,33.5,1.61,350,3.67,No,51.1657,10.4515,07:00:00,2025-06-10 07:00:00
2025-06-10,S12,Norway,72.45,31.54,22.12,38.5,1.45,50,1.11,No,60.472,8.4689,07:15:00,2025-06-10 07:15:00
2025-06-10,S3,Ireland,31.08,25.73,8.69,25.1,1.35,250,2.17,No,53.1424,-7.6921,07:30:00,2025-06-10 07:30:00
2025-06-10,S5,Germany,39.11,20.35,19.68,25.8,1.26,350,6.89,No,51.1657,10.4515,07:45:00,2025-06-10 07:45:00
2025-06-10,S12,Norway,72.45,31.54,22.12,38.5,1.45,50,1.11,No,60.472,8.4689,08:00:00,2025-06-10 08:00:00
2025-06-10,S1,Norway,31.72,44.68,21.05,28.4,1.93,50,1.05,No,60.472,8.4689,08:15:00,2025-06-10 08:15:00
2025-06-10,S15,Germany,28.59,71.26,10.5,31.8,1.88,350,3.67,No,51.1657,10.4515,08:30:00,2025-06-10 08:30:00
2025-06-10,S8,Germany,65.47,47.36,10.49,33.5,1.61,350,3.67,No,51.1657,10.4515,08:45:00,2025-06-10 08:45:00
2025-06-10,S12,Norway,72.45,31.54,22.12,38.5,1.45,50,1.11,No,60.472,8.4689,09:00:00,2025-06-10 09:00:00
2025-06-10,S11,Norway,50.21,46.46,21.63,29.2,1.7,50,1.08,No,60.472,8.4689,09:15:00,2025-06-10 09:15:00
2025-06-10,S11,Norway,50.21,46.46,21.63,29.2,1.7,50,1.08,No,60.472,8.4689,09:30:00,2025-06-10 09:30:00
2025-06-10,S7,Germany,14.49,55.24,12.43,33.9,1.86,350,4.35,No,51.1657,10.4515,09:45:00,2025-06-10 09:45:00
2025-06-10,S3,Ireland,31.08,25.73,8.69,25.1,1.35,250,2.17,No,53.1424,-7.6921,10:00:00,2025-06-10 10:00:00
2025-06-10,S12,Norway,72.45,31.54,22.12,38.5,1.45,50,1.11,No,60.472,8.4689,10:15:00,2025-06-10 10:15:00
2025-06-10,S14,Ireland,67.36,84.25,10.24,31.3,1.93,250,2.56,No,53.1424,-7.6921,10:30:00,2025-06-10 10:30:00
2025-06-10,S9,Ireland,77.62,47.32,14.11,36.9,1.84,250,3.53,No,53.1424,-7.6921,10:45:00,2025-06-10 10:45:00
2025-06-10,S13,Norway,51.47,57.19,8.39,33.4,1.23,50,0.42,No,60.472,8.4689,11:00:00,2025-06-10 11:00:00
2025-06-10,S11,Norway,50.21,46.46,21.63,29.2,1.7,50,1.08,No,60.472,8.4689,11:15:00,2025-06-10 11:15:00
2025-06-10,S2,Ireland,37.01,69.92,7.02,36.5,1.72,250,1.75,No,53.1424,-7.6921,11:30:00,2025-06-10 11:30:00
2025-06-10,S2,Ireland,37.01,69.92,7.02,36.5,1.72,250,1.75,No,53.1424,-7.6921,11:45:00,2025-06-10 11:45:00
2025-06-10,S9,Ireland,77.62,47.32,14.11,36.9,1.84,250,3.53,No,53.1424,-7.6921,12:00:00,2025-06-10 12:00:00
2025-06-10,S1,Norway,31.72,44.68,21.05,28.4,1.93,50,1.05,No,60.472,8.4689,12:15:00,2025-06-10 12:15:00
2025-06-10,S12,Norway,72.45,31.54,22.12,38.5,1.45,50,1.11,No,60.472,8.4689,12:30:00,2025-06-10 12:30:00
2025-06-10,S13,Norway,51.47,57.19,8.39,33.4,1.23,50,0.42,No,60.472,8.4689,12:45:00,2025-06-10 12:45:00
2025-06-10,S4,Ireland,89.86,53.1,12.7,26.0,1.43,250,3.17,No,53.1424,-7.6921,13:00:00,2025-06-10 13:00:00
2025-06-10,S3,Ireland,31.08,25.73,8.69,25.1,1.35,250,2.17,No,53.1424,-7.6921,13:15:00,2025-06-10 13:15:00
2025-06-10,S11,Norway,50.21,46.46,21.63,29.2,1.7,50,1.08,No,60.472,8.4689,13:30:00,2025-06-10 13:30:00
2025-06-10,S8,Germany,65.47,47.36,10.49,33.5,1.61,350,3.67,No,51.1657,10.4515,13:45:00,2025-06-10 13:45:00
2025-06-10,S6,Norway,32.51,38.74,14.65,36.5,1.92,50,0.73,No,60.472,8.4689,14:00:00,2025-06-10 14:00:00
2025-06-10,S5,Germany,39.11,20.35,19.68,25.8,1.26,350,6.89,No,51.1657,10.4515,14:15:00,2025-06-10 14:15:00
2025-06-10,S13,Norway,51.47,57.19,8.39,33.4,1.23,50,0.42,No,60.472,8.4689,14:30:00,2025-06-10 14:30:00
2025-06-10,S2,Ireland,37.01,69.92,7.02,36.5,1.72,250,1.75,No,53.1424,-7.6921,14:45:00,2025-06-10 14:45:00
2025-06-10,S6,Norway,32.51,38.74,14.65,36.5,1.92,50,0.73,No,60.472,8.4689,15:00:00,2025-06-10 15:00:00
2025-06-10,S10,Germany,44.6,88.95,11.72,33.0,1.36,350,4.1,No,51.1657,10.4515,15:15:00,2025-06-10 15:15:00
2025-06-10,S4,Ireland,89.86,53.1,12.7,26.0,1.43,250,3.17,No,53.1424,-7.6921,15:30:00,2025-06-10 15:30:00
2025-06-10,S9,Ireland,77.62,47.32,14.11,36.9,1.84,250,3.53,No,53.1424,-7.6921,15:45:00,2025-06-10 15:45:00
2025-06-10,S9,Ireland,77.62,47.32,14.11,36.9,1.84,250,3.53,No,53.1424,-7.6921,16:00:00,2025-06-10 16:00:00
2025-06-10,S10,Germany,44.6,88.95,11.72,33.0,1.36,350,4.1,No,51.1657,10.4515,16:15:00,2025-06-10 16:15:00
2025-06-10,S2,Ireland,37.01,69.92,7.02,36.5,1.72,250,1.75,No,53.1424,-7.6921,16:30:00,2025-06-10 16:30:00
2025-06-10,S6,Norway,32.51,38.74,14.65,36.5,1.92,50,0.73,No,60.472,8.4689,16:45:00,2025-06-10 16:45:00
2025-06-10,S2,Ireland,37.01,69.92,7.02,36.5,1.72,250,1.75,No,53.1424,-7.6921,17:00:00,2025-06-10 17:00:00
2025-06-10,S6,Norway,32.51,38.74,14.65,36.5,1.92,50,0.73,No,60.472,8.4689,17:15:00,2025-06-10 17:15:00
2025-06-10,S8,Germany,65.47,47.36,10.49,33.5,1.61,350,3.67,No,51.1657,10.4515,17:30:00,2025-06-10 17:30:00
2025-06-10,S4,Ireland,89.86,53.1,12.7,26.0,1.43,250,3.17,No,53.1424,-7.6921,17:45:00,2025-06-10 17:45:00
2025-06-10,S10,Germany,44.6,88.95,11.72,33.0,1.36,350,4.1,No,51.1657,10.4515,18:00:00,2025-06-10 18:00:00
2025-06-10,S6,Norway,32.51,38.74,14.65,36.5,1.92,50,0.73,No,60.472,8.4689,18:15:00,2025-06-10 18:15:00
2025-06-10,S9,Ireland,77.62,47.32,14.11,36.9,1.84,250,3.53,No,53.1424,-7.6921,18:30:00,2025-06-10 18:30:00
2025-06-10,S1,Norway,31.72,44.68,21.05,28.4,1.93,50,1.05,No,60.472,8.4689,18:45:00,2025-06-10 18:45:00
2025-06-10,S10,Germany,44.6,88.95,11.72,33.0,1.36,350,4.1,No,51.1657,10.4515,19:00:00,2025-06-10 19:00:00
2025-06-10,S8,Germany,65.47,47.36,10.49,33.5,1.61,350,3.67,No,51.1657,10.4515,19:15:00,2025-06-10 19:15:00
2025-06-10,S2,Ireland,37.01,69.92,7.02,36.5,1.72,250,1.75,No,53.1424,-7.6921,19:30:00,2025-06-10 19:30:00
2025-06-10,S14,Ireland,67.36,84.25,10.24,31.3,1.93,250,2.56,No,53.1424,-7.6921,19:45:00,2025-06-10 19:45:00
2025-06-10,S6,Norway,32.51,38.74,14.65,36.5,1.92,50,0.73,No,60.472,8.4689,20:00:00,2025-06-10 20:00:00
2025-06-10,S12,Norway,72.45,31.54,22.12,38.5,1.45,50,1.11,No,60.472,8.4689,20:15:00,2025-06-10 20:15:00
2025-06-10,S15,Germany,28.59,71.26,10.5,31.8,1.88,350,3.67,No,51.1657,10.4515,20:30:00,2025-06-10 20:30:00
2025-06-10,S2,Ireland,37.01,69.92,7.02,36.5,1.72,250,1.75,No,53.1424,-7.6921,20:45:00,2025-06-10 20:45:00
2025-06-10,S15,Germany,28.59,71.26,10.5,31.8,1.88,350,3.67,No,51.1657,10.4515,21:00:00,2025-06-10 21:00:00
2025-06-10,S11,Norway,50.21,46.46,21.63,29.2,1.7,50,1.08,No,60.472,8.4689,21:15:00,2025-06-10 21:15:00
2025-06-10,S15,Germany,28.59,71.26,10.5,31.8,1.88,350,3.67,No,51.1657,10.4515,21:30:00,2025-06-10 21:30:00
2025-06-10,S15,Germany,28.59,71.26,10.5,31.8,1.88,350,3.67,No,51.1657,10.4515,21:45:00,2025-06-10 21:45:00
2025-06-10,S5,Germany,39.11,20.35,19.68,25.8,1.26,350,6.89,No,51.1657,10.4515,22:00:00,2025-06-10 22:00:00
2025-06-10,S11,Norway,50.21,46.46,21.63,29.2,1.7,50,1.08,No,60.472,8.4689,22:15:00,2025-06-10 22:15:00
2025-06-10,S5,Germany,39.11,20.35,19.68,25.8,1.26,350,6.89,No,51.1657,10.4515,22:30:00,2025-06-10 22:30:00
2025-06-10,S13,Norway,51.47,57.19,8.39,33.4,1.23,50,0.42,No,60.472,8.4689,22:45:00,2025-06-10 22:45:00
2025-06-10,S15,Germany,28.59,71.26,10.5,31.8,1.88,350,3.67,No,51.1657,10.4515,23:00:00,2025-06-10 23:00:00
2025-06-10,S10,Germany,44.6,88.95,11.72,33.0,1.36,350,4.1,No,51.1657,10.4515,23:15:00,2025-06-10 23:15:00
2025-06-10,S11,Norway,50.21,46.46,21.63,29.2,1.7,50,1.08,No,60.472,8.4689,23:30:00,2025-06-10 23:30:00
2025-06-10,S13,Norway,51.47,57.19,8.39,33.4,1.23,50,0.42,No,60.472,8.4689,23:45:00,2025-06-10 23:45:00
2025-06-11,S9,Ireland,25.96,66.96,18.23,33.3,1.57,250,4.56,No,53.1424,-7.6921,00:00:00,2025-06-11 00:00:00
2025-06-11,S11,Norway,44.97,82.07,11.29,30.0,1.9,50,0.56,No,60.472,8.4689,00:15:00,2025-06-11 00:15:00
2025-06-11,S3,Ireland,68.78,54.23,9.44,29.2,1.74,250,2.36,No,53.1424,-7.6921,00:30:00,2025-06-11 00:30:00
2025-06-11,S15,Germany,32.76,80.99,19.3,25.4,1.33,350,6.75,No,51.1657,10.4515,00:45:00,2025-06-11 00:45:00
2025-06-11,S11,Norway,44.97,82.07,11.29,30.0,1.9,50,0.56,No,60.472,8.4689,01:00:00,2025-06-11 01:00:00
2025-06-11,S11,Norway,44.97,82.07,11.29,30.0,1.9,50,0.56,No,60.472,8.4689,01:15:00,2025-06-11 01:15:00
2025-06-11,S6,Norway,54.19,25.4,20.76,39.1,1.72,50,1.04,No,60.472,8.4689,01:30:00,2025-06-11 01:30:00
2025-06-11,S6,Norway,54.19,25.4,20.76,39.1,1.72,50,1.04,No,60.472,8.4689,01:45:00,2025-06-11 01:45:00
2025-06-11,S9,Ireland,25.96,66.96,18.23,33.3,1.57,250,4.56,No,53.1424,-7.6921,02:00:00,2025-06-11 02:00:00
2025-06-11,S3,Ireland,68.78,54.23,9.44,29.2,1.74,250,2.36,No,53.1424,-7.6921,02:15:00,2025-06-11 02:15:00
2025-06-11,S2,Ireland,75.04,50.21,10.85,26.4,1.86,250,2.71,No,53.1424,-7.6921,02:30:00,2025-06-11 02:30:00
2025-06-11,S6,Norway,54.19,25.4,20.76,39.1,1.72,50,1.04,No,60.472,8.4689,02:45:00,2025-06-11 02:45:00
2025-06-11,S13,Norway,44.41,59.01,8.51,35.4,1.37,50,0.43,No,60.472,8.4689,03:00:00,2025-06-11 03:00:00
2025-06-11,S2,Ireland,75.04,50.21,10.85,26.4,1.86,250,2.71,No,53.1424,-7.6921,03:15:00,2025-06-11 03:15:00
2025-06-11,S1,Norway,23.9,59.14,6.77,37.8,1.77,50,0.34,No,60.472,8.4689,03:30:00,2025-06-11 03:30:00
2025-06-11,S13,Norway,44.41,59.01,8.51,35.4,1.37,50,0.43,No,60.472,8.4689,03:45:00,2025-06-11 03:45:00
2025-06-11,S8,Germany,81.65,87.39,19.84,34.1,1.88,350,6.94,No,51.1657,10.4515,04:00:00,2025-06-11 04:00:00
2025-06-11,S1,Norway,23.9,59.14,6.77,37.8,1.77,50,0.34,No,60.472,8.4689,04:15:00,2025-06-11 04:15:00
2025-06-11,S14,Ireland,16.63,76.92,7.42,29.5,1.73,250,1.85,No,53.1424,-7.6921,04:30:00,2025-06-11 04:30:00
2025-06-11,S9,Ireland,25.96,66.96,18.23,33.3,1.57,250,4.56,No,53.1424,-7.6921,04:45:00,2025-06-11 04:45:00
2025-06-11,S1,Norway,23.9,59.14,6.77,37.8,1.77,50,0.34,No,60.472,8.4689,05:00:00,2025-06-11 05:00:00
2025-06-11,S11,Norway,44.97,82.07,11.29,30.0,1.9,50,0.56,No,60.472,8.4689,05:15:00,2025-06-11 05:15:00
